









Frequency of observations in the selected location(s).:
Number of taxa: 	476

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Golden-crowned Kinglet	0.033973	0.0288544	0.0231523	0.0216389	0.0247333	0.0146597	0.0106798	0.014818	0.014954	0.0180965	0.0334279	0.0802267	0.2048253	0.2309922	0.1767578	0.106458	0.0367949	0.0125	0.009998	0.0059799	0.0052161	0.0027723	0.0057471	0.0024973	0.0048998	0.0052966	0.0015152	6.664E-4	4.782E-4	0.0019231	0.0028504	0.00583	0.003951	0.0062671	0.0117944	0.0924541	0.2357655	0.2761477	0.271028	0.2606291	0.1602289	0.102262	0.0893037	0.0519766	0.044293	0.0489161	0.0466399	0.0459184	
Ruby-crowned/Golden-crowned Kinglet	2.593E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23E-4	0.0	1.534E-4	1.52E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.212E-4	0.0	8.435E-4	3.452E-4	4.919E-4	0.001037	9.537E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
White-breasted Nuthatch	0.2829357	0.2898363	0.279163	0.279177	0.3108632	0.3207679	0.3349764	0.2722269	0.2680215	0.2466488	0.243141	0.2380641	0.2369942	0.2251951	0.2150879	0.2376131	0.2283716	0.2197289	0.2153569	0.1691744	0.1363636	0.1461386	0.1802135	0.2044238	0.2044543	0.2123941	0.2030303	0.2232589	0.2209469	0.2274038	0.2494062	0.2832157	0.2990913	0.3399922	0.3593092	0.3616587	0.3243357	0.3258543	0.3034924	0.3612167	0.3195041	0.3067861	0.3521695	0.2800146	0.2992618	0.2912729	0.2998997	0.3055556	
Red-breasted Nuthatch	0.1052905	0.1063738	0.0903829	0.1018092	0.0960233	0.1322862	0.1587595	0.0863675	0.0947086	0.0784182	0.0700095	0.0632221	0.0706208	0.064437	0.0695801	0.0805338	0.1011099	0.0879518	0.065187	0.038966	0.0279434	0.0344554	0.0344828	0.0367463	0.0293987	0.0307203	0.0348485	0.0346551	0.045911	0.0475962	0.0498812	0.0736422	0.0928487	0.1280846	0.1457456	0.1349422	0.1623787	0.1218502	0.1239547	0.1313515	0.1297091	0.1234684	0.1064581	0.1032211	0.120954	0.1050584	0.1173521	0.1105442	
nuthatch sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.929E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brown Creeper	0.034751	0.0503876	0.0373998	0.0404399	0.0441319	0.0296684	0.0250565	0.0381033	0.0329755	0.0254692	0.0381583	0.0660562	0.1206333	0.1725753	0.1623535	0.1331493	0.0562567	0.0167169	0.0113977	0.0088735	0.0115499	0.0122772	0.0102627	0.0082055	0.0160356	0.0084746	0.0085859	0.0046651	0.0047824	0.0081731	0.0066508	0.0052163	0.0063216	0.0125343	0.0252738	0.0853161	0.1016449	0.099068	0.0969011	0.0763913	0.0500715	0.0367578	0.0484359	0.0435578	0.0454287	0.0405781	0.0501505	0.0393991	
Blue-gray Gnatcatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017837	0.0185547	0.0587513	0.0919872	0.0731928	0.0641872	0.0393519	0.0190015	0.020198	0.0192939	0.0167677	0.0129176	0.0158898	0.0176768	0.0186604	0.021999	0.0298077	0.0451306	0.038969	0.0339787	0.0305523	0.0084246	0.0013596	4.218E-4	0.0	0.0015	3.457E-4	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
Northern House Wren	2.593E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.54E-4	0.0	0.0017837	0.019043	0.1385182	0.2691197	0.3191265	0.3363327	0.3186728	0.3170641	0.3362376	0.3362069	0.3171602	0.3269488	0.3209746	0.3171717	0.2559147	0.1798183	0.1447115	0.1510689	0.1236576	0.1185302	0.1057579	0.1090986	0.0921142	0.0590468	0.0272696	0.0088539	0.002074	0.0	0.0	0.0	0.0	0.0	0.0	0.001003	0.0	
Winter Wren	0.0051867	0.0077519	0.0048976	0.005321	0.0048497	0.0045375	0.0020538	0.0042337	0.0038344	0.0016756	0.0063072	0.0176586	0.0412164	0.0561873	0.0517578	0.0437184	0.0326897	0.0168675	0.0181964	0.0167824	0.0119225	0.0190099	0.0180624	0.0139137	0.0124722	0.0132415	0.0085859	0.0069977	0.0043042	0.0015	0.0014252	0.0024547	0.0027657	0.005092	0.0151643	0.0550646	0.0716997	0.0717984	0.0605017	0.0518493	0.033381	0.0221489	0.0237134	0.0190337	0.0147643	0.0177877	0.0060181	0.0085034	
Sedge Wren	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024544	0.003497	0.0	3.999E-4	0.0	0.0	7.921E-4	0.0094417	0.001427	4.454E-4	0.0	0.0010101	0.0016661	0.0015	0.0015	4.751E-4	0.0	0.0	0.0	4.212E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Marsh Wren	2.593E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36E-4	0.0	0.0026756	0.0046387	0.0200951	0.0454615	0.0478916	0.0571886	0.0572917	0.0529061	0.0649505	0.0545977	0.0542276	0.0556793	0.0598517	0.0666667	0.0673109	0.05978	0.0418269	0.0304038	0.0359006	0.043066	0.0368194	0.0324347	0.0271924	0.0181358	0.0124266	0.0059026	0.0069132	0.003815	0.0	0.0020182	3.66E-4	0.0	0.0	5.015E-4	2.834E-4	
Carolina Wren	0.0446058	0.0361757	0.0405165	0.0446967	0.0499515	0.0464223	0.0394331	0.0482642	0.0494632	0.0422252	0.0419426	0.0401134	0.0467454	0.0550725	0.052002	0.0702562	0.0644671	0.0584337	0.0639872	0.0518904	0.040611	0.040396	0.0414614	0.0478059	0.0498886	0.0524364	0.0540404	0.0709763	0.0607365	0.0754808	0.071734	0.0843817	0.0853418	0.0975323	0.1107835	0.1002719	0.1016449	0.0849154	0.0816527	0.0846872	0.0672389	0.0617342	0.0600404	0.045754	0.0613288	0.0522513	0.0451354	0.0493197	
wren sp.	2.593E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23E-4	0.0	1.534E-4	1.52E-4	1.506E-4	0.0	0.0	0.0	0.0	0.0	0.0	4.454E-4	0.0	0.0	0.0	4.782E-4	0.0	0.0	3.068E-4	0.0	0.0	0.0	3.399E-4	0.0	3.452E-4	0.0	0.0	0.0	0.0	0.0	3.66E-4	0.0	0.0	0.0	0.0	
European Starling	0.2585581	0.244186	0.2818344	0.284498	0.2875849	0.3361257	0.3362087	0.3827265	0.4202454	0.4450402	0.4503311	0.4835404	0.494848	0.5219621	0.534668	0.5646572	0.5529877	0.5521084	0.5760848	0.5401235	0.5599851	0.5259406	0.5004105	0.4698537	0.4378619	0.4385593	0.4055556	0.3845385	0.4017217	0.3918269	0.3743468	0.3804848	0.3848281	0.3960047	0.4094356	0.4031271	0.4116407	0.4035209	0.356124	0.3553405	0.3361946	0.301131	0.2936428	0.2628111	0.2487223	0.2734853	0.274323	0.2842971	
Gray Catbird	5.187E-4	8.613E-4	0.0026714	0.0021284	0.0014549	3.49E-4	0.0012323	0.0012701	0.0023006	0.0016756	0.0028382	0.0021801	0.0052777	0.0075808	0.0090332	0.0771591	0.3501596	0.5048193	0.580084	0.541088	0.4895678	0.5108911	0.5106732	0.485908	0.4801782	0.4867585	0.4292929	0.4241919	0.4184601	0.3923077	0.415677	0.4317275	0.4282892	0.448492	0.4663016	0.3959891	0.2808941	0.1377287	0.059518	0.0259246	0.0076299	0.0080113	0.0090817	0.0051245	0.0022714	0.0044469	0.0060181	0.0039683	
Brown Thrasher	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36E-4	0.0037698	0.0338907	0.0805664	0.1265532	0.121484	0.0814759	0.0717856	0.0673225	0.0562593	0.0514851	0.0484401	0.0453086	0.0449889	0.0418432	0.0318182	0.0226591	0.0191296	0.0163462	0.0147268	0.0177969	0.0244962	0.0329025	0.0543387	0.0384092	0.0164488	0.0051778	9.838E-4	3.457E-4	9.537E-4	9.425E-4	0.0010091	0.0	5.679E-4	0.0	0.0	2.834E-4	
Northern Mockingbird	0.0106328	0.0068906	0.0080142	0.0070947	0.0067895	0.0069808	0.0075991	0.0118544	0.0130368	0.0147453	0.0204983	0.0148245	0.0178437	0.0247492	0.0187988	0.0156466	0.0156606	0.0198795	0.014797	0.0148534	0.0171386	0.0158416	0.0119048	0.0096325	0.0146993	0.0143008	0.0085859	0.0109963	0.0086083	0.0076923	0.0085511	0.0125805	0.0090873	0.009009	0.010952	0.0095173	0.0084353	0.016914	0.0122971	0.0134808	0.0085837	0.0164939	0.0151362	0.0201318	0.0141965	0.0144525	0.0090271	0.0116213	
Eastern Bluebird	0.0298237	0.0361757	0.0329475	0.037602	0.0412221	0.0394415	0.0449784	0.0474174	0.0509969	0.0643432	0.0696941	0.0664923	0.0736366	0.0758082	0.0749512	0.082528	0.0822563	0.0865964	0.1007798	0.1130401	0.1028316	0.1184158	0.1227422	0.1038173	0.0962138	0.0926907	0.0727273	0.0603132	0.0526064	0.0548077	0.0465558	0.0512427	0.0438562	0.048962	0.0564448	0.0632223	0.0624209	0.0797377	0.0668962	0.0680954	0.0553171	0.0508954	0.0529768	0.0325769	0.0295287	0.0361312	0.0361083	0.0535714	
Townsend's Solitaire	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	
Varied Thrush	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Veery	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039883	0.0392276	0.0768072	0.079784	0.0418596	0.0294337	0.0308911	0.0353038	0.0285408	0.0285078	0.0238347	0.0085859	0.0036654	0.0028694	0.0033654	0.0019002	0.0092053	0.0161991	0.0254602	0.0130581	0.0064582	4.218E-4	0.0010356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gray-cheeked Thrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.041E-4	0.001506	0.0155969	0.0152392	0.0011177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.068E-4	0.0035559	0.0144928	0.0417018	0.0455472	0.0236187	0.0079392	0.0014757	3.457E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Swainson's Thrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	9.204E-4	0.0132279	0.060994	0.1193761	0.0574846	0.0044709	0.0	4.105E-4	0.0	0.0	0.0	5.051E-4	3.332E-4	0.001913	0.0015	0.0028504	0.0046026	0.0367444	0.1096749	0.1495366	0.1196465	0.0619992	0.0369348	0.0088539	3.457E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hermit Thrush	0.001556	0.0	0.0	0.0010642	4.85E-4	3.49E-4	0.0	0.0	0.0	3.351E-4	0.0012614	0.0023981	0.0138226	0.064437	0.1113281	0.1558521	0.1094724	0.0668675	0.0373925	0.0256559	0.0156483	0.0182178	0.0176519	0.0124866	0.0187082	0.0174788	0.0141414	0.0103299	0.0028694	0.0038462	9.501E-4	0.0027616	0.0051363	0.0062671	0.0126369	0.0282121	0.064108	0.1170176	0.1308411	0.0819219	0.0190749	0.0117813	0.0100908	0.0036603	0.0034072	0.0022235	0.004012	0.0011338	
Catharus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.883E-4	0.0	0.0015205	0.0018072	0.0021996	0.0011574	3.726E-4	0.0011881	0.0	0.0	0.0	0.0	0.0	3.332E-4	0.0	0.0	4.751E-4	9.205E-4	0.0011853	0.0047004	0.0075821	0.0050986	0.0042176	0.0024163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wood Thrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014266	0.0821043	0.1118976	0.1325735	0.1140046	0.0901639	0.0922772	0.0882594	0.092401	0.1077951	0.0794492	0.0520202	0.0313229	0.0143472	0.0086538	0.0047506	0.0079779	0.007902	0.0125343	0.0122157	0.0112169	0.0050612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Robin	0.0871369	0.0770887	0.0854853	0.1089039	0.1299709	0.1169284	0.0928322	0.1816257	0.282592	0.4400134	0.5739514	0.6636146	0.7157577	0.7237458	0.7441406	0.7892315	0.7818154	0.7945783	0.785243	0.7584877	0.7697466	0.7853465	0.7582102	0.7509811	0.7175947	0.7266949	0.6893939	0.664112	0.6193209	0.5533654	0.4973872	0.4311138	0.415646	0.4312573	0.4818871	0.450034	0.4778574	0.4408008	0.3994097	0.3878327	0.3328565	0.2596607	0.1907164	0.124817	0.1192504	0.1200667	0.1168506	0.1057256	
thrush sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52E-4	0.0	2.0E-4	1.929E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.068E-4	0.0	3.917E-4	4.212E-4	6.798E-4	4.218E-4	3.452E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bohemian Waxwing	0.0	0.0	4.452E-4	0.0	0.0	0.0	0.0	0.0012701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cedar Waxwing	0.0067427	0.0043066	0.0084595	0.0081589	0.0072745	0.0097731	0.0078045	0.0084674	0.0057515	0.0073727	0.00883	0.0050142	0.0090475	0.0136009	0.0178223	0.0231631	0.0231108	0.0480422	0.1125775	0.2091049	0.2805514	0.3077228	0.3095238	0.2925437	0.2962138	0.3193856	0.3075758	0.2952349	0.2654232	0.2322115	0.207601	0.1767413	0.1560648	0.1445358	0.1107835	0.0781781	0.0544074	0.0583362	0.0541072	0.0556516	0.0495947	0.0320452	0.0348133	0.0183016	0.0153322	0.0088938	0.0085256	0.0147392	
House Sparrow	0.2533714	0.248062	0.2658059	0.279177	0.2817653	0.3291449	0.3353871	0.2921253	0.3055982	0.2892091	0.2702617	0.2847177	0.2772053	0.271126	0.2878418	0.3009664	0.2981603	0.3129518	0.3019396	0.3150077	0.3293592	0.3306931	0.3362069	0.3439172	0.3452116	0.3241525	0.3393939	0.3192269	0.3175514	0.3019231	0.2769596	0.2445535	0.1983406	0.199765	0.2089301	0.2280761	0.2581189	0.2568174	0.2759469	0.2889734	0.2737244	0.2775683	0.2674067	0.2532943	0.2810903	0.2762646	0.3064193	0.2647392	
American Pipit	0.0	0.0	4.452E-4	0.0015	9.699E-4	0.0015	0.0018484	0.0012701	3.834E-4	0.0030161	0.0028382	0.0052322	0.0025132	0.0028986	0.001709	0.0018408	0.0056257	0.0042169	0.0017996	1.929E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.902E-4	0.0035253	0.0050548	0.010537	0.0097005	0.0117363	0.0137727	0.0131352	0.0085837	0.0061263	0.0095863	0.0036603	0.0011357	0.0022235	0.0015045	0.0031179	
Evening Grosbeak	2.593E-4	8.613E-4	4.452E-4	7.095E-4	4.85E-4	3.49E-4	0.0015	0.0	0.0	3.351E-4	0.0015	6.54E-4	0.0	4.459E-4	7.324E-4	6.136E-4	9.123E-4	4.518E-4	3.999E-4	7.716E-4	0.0	0.0	4.105E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0055306	0.003815	0.0065975	0.0010091	0.0014641	0.0011357	5.559E-4	0.002006	8.503E-4	
Pine Grosbeak	0.0	0.0	0.0	0.0	0.0	0.0	2.054E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	2.834E-4	
House Finch	0.1672718	0.1537468	0.1567231	0.1667258	0.1745878	0.191274	0.2218115	0.2066046	0.220092	0.2211796	0.2065594	0.2188794	0.210103	0.2162765	0.2407227	0.2258015	0.2356698	0.213253	0.2029594	0.2087191	0.2060358	0.2166337	0.2270115	0.2343917	0.2249443	0.2256356	0.2267677	0.2215928	0.2199904	0.20625	0.2095012	0.1954587	0.1746345	0.1770466	0.183235	0.1879674	0.2062421	0.1950293	0.2129857	0.2018666	0.2012399	0.1955702	0.1917255	0.15959	0.197615	0.1823235	0.2001003	0.1961451	
Purple Finch	0.0090768	0.0099053	0.0053428	0.0081589	0.0096993	0.0181501	0.0273157	0.0110076	0.014954	0.0204424	0.0239672	0.0244168	0.029907	0.0501672	0.0690918	0.0699494	0.0670518	0.0612952	0.0435913	0.0428241	0.045082	0.049901	0.0480296	0.0381734	0.0253898	0.0323093	0.0308081	0.0189937	0.0167384	0.0120192	0.016152	0.0135011	0.019755	0.0211516	0.021904	0.0217539	0.0291016	0.0289955	0.0275455	0.0286899	0.0138293	0.0122526	0.0105954	0.0062225	0.0090857	0.0077821	0.0120361	0.0116213	
House/Purple Finch	0.0010373	0.0017227	8.905E-4	7.095E-4	9.699E-4	0.0045375	0.0094475	0.0015	7.669E-4	3.351E-4	6.307E-4	0.0017441	0.0027645	0.0017837	0.0024414	7.67E-4	0.0022807	0.0027108	0.0033993	0.0017361	7.452E-4	0.0035644	0.001642	0.0010703	8.909E-4	5.297E-4	0.0010101	0.0019993	4.782E-4	0.0	9.501E-4	6.137E-4	0.0011853	7.834E-4	0.0012637	6.798E-4	4.218E-4	0.0	4.919E-4	0.0	0.0	0.0	0.0010091	3.66E-4	0.0015	0.0	5.015E-4	2.834E-4	
Redpoll	0.0093361	0.0086133	0.0022262	0.0078042	0.0063046	0.0136126	0.0166359	0.0097375	0.0095859	0.0067024	0.004415	0.0037061	0.0032672	0.0015608	0.0012207	3.068E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023844	0.0146089	0.0050454	0.0179356	0.0068143	0.0044469	0.004012	0.0034014	
Red Crossbill	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.234E-4	0.0	0.0	0.0	4.36E-4	5.026E-4	2.23E-4	2.441E-4	1.534E-4	3.041E-4	1.506E-4	2.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.457E-4	0.0	4.713E-4	0.0015	3.66E-4	5.679E-4	0.0	0.0	0.0	
White-winged Crossbill	0.0012967	0.001292	8.905E-4	0.0017737	0.0014549	3.49E-4	4.108E-4	0.0012701	3.834E-4	0.0010054	6.307E-4	8.72E-4	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	4.713E-4	0.0	0.0018302	0.0011357	5.559E-4	5.015E-4	8.503E-4	
crossbill sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pine Siskin	0.0093361	0.0073213	0.0089047	0.0088684	0.0121242	0.0111693	0.0176628	0.014818	0.0126534	0.0157507	0.0141911	0.0115544	0.011812	0.0115942	0.0107422	0.0190213	0.0208302	0.0114458	0.0093981	0.0044367	7.452E-4	7.921E-4	8.21E-4	3.568E-4	8.909E-4	5.297E-4	0.0	0.0015	4.782E-4	4.808E-4	4.751E-4	0.0	7.902E-4	0.0	4.212E-4	0.0010197	0.0029523	0.0138074	0.0196754	0.0179744	0.014783	0.0179076	0.0211907	0.0076867	0.0090857	0.0077821	0.0105316	0.0090703	
American Goldfinch	0.2759336	0.245478	0.2306322	0.2298687	0.2332687	0.2502618	0.2924625	0.2125318	0.1978528	0.2017426	0.1986755	0.234794	0.2963056	0.3493868	0.4128418	0.4971621	0.5888703	0.603012	0.5992801	0.5376157	0.5286885	0.5338614	0.5615764	0.5704602	0.6040089	0.6716102	0.669697	0.694102	0.7207078	0.6961538	0.6902613	0.6330163	0.5788226	0.5491579	0.5370682	0.4449354	0.3829608	0.3310321	0.3207083	0.3484272	0.3614688	0.3732328	0.3784057	0.3125915	0.3287905	0.2940523	0.3064193	0.2928005	
Acanthis/Spinus sp.	0.0	0.0	4.452E-4	3.547E-4	0.0	0.0	2.054E-4	0.0	0.0	3.351E-4	6.307E-4	2.18E-4	0.0	0.0	2.441E-4	0.0	0.0	1.506E-4	3.999E-4	1.929E-4	0.0	0.0	0.0	3.568E-4	0.0	5.297E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.457E-4	0.0	4.713E-4	5.045E-4	7.321E-4	0.0	0.0	0.0	0.0	
finch sp.	2.593E-4	0.0	0.0	0.0015	0.0	0.0	6.161E-4	0.0	0.0	0.0	3.154E-4	2.18E-4	0.0	2.23E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.568E-4	0.0	0.0	0.0	3.332E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.399E-4	0.0	3.452E-4	0.0014757	0.0017283	0.0028612	0.0014138	0.0025227	0.0010981	0.0011357	5.559E-4	0.0015045	5.669E-4	
Lapland Longspur	0.0012967	0.0	0.0013357	0.0021284	0.0	0.0010471	0.0014377	0.0097375	3.834E-4	6.702E-4	3.154E-4	4.36E-4	2.513E-4	4.459E-4	0.0	1.534E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.457E-4	4.769E-4	4.713E-4	0.0	0.0015	0.0	0.0066704	0.0	8.503E-4	
Snow Bunting	0.0059647	0.003876	0.0053428	0.0078042	0.0048497	0.0059337	0.004313	0.0088908	0.0023006	0.0010054	6.307E-4	6.54E-4	5.026E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.452E-4	0.0	0.0069132	0.0176443	0.0136664	0.0095863	0.0098829	0.0017036	0.0072262	0.002006	0.0034014	
Grasshopper Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.883E-4	0.003068	0.0036491	0.0048193	0.0065987	0.0111883	0.0134128	0.0106931	0.0123153	0.0107028	0.0097996	0.0068856	0.0040404	0.0036654	0.0014347	4.808E-4	0.0	0.0	3.951E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chipping Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.234E-4	0.0	3.351E-4	0.0012614	0.0045782	0.0389545	0.1206243	0.2502441	0.3824206	0.4410826	0.3945783	0.355129	0.3049769	0.2973174	0.3192079	0.3259442	0.3050303	0.3024499	0.3003178	0.2575758	0.2532489	0.2281205	0.1966346	0.1805226	0.1574102	0.1303832	0.1296514	0.1347936	0.1193066	0.1277942	0.127028	0.0870635	0.0466644	0.0114449	0.0051838	0.0020182	3.66E-4	5.679E-4	5.559E-4	0.001003	0.0015	
Clay-colored Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.441E-4	4.602E-4	0.0016725	0.0010542	9.998E-4	3.858E-4	0.0	0.0	0.0015	3.568E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	3.068E-4	0.0	0.0	0.0	3.399E-4	0.0	0.0	9.838E-4	3.457E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
Field Sparrow	5.187E-4	0.0	0.0	7.095E-4	4.85E-4	0.0015	0.0	0.0	0.0023006	0.002681	0.0053611	0.0074123	0.024378	0.0633222	0.0822754	0.0901979	0.0688764	0.0478916	0.0475905	0.0549769	0.0655738	0.0645545	0.0759442	0.0570817	0.0614699	0.0587924	0.0510101	0.0399867	0.0296509	0.0163462	0.0118765	0.0101258	0.0106677	0.0078339	0.016428	0.0146159	0.0156052	0.0293407	0.0226267	0.0190114	0.0047687	0.0014138	0.0030272	0.0025622	5.679E-4	0.0038911	5.015E-4	0.0011338	
Spizella sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52E-4	1.506E-4	0.0	0.0	0.0	0.0	0.0	0.0	4.454E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.457E-4	9.537E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	
Lark Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.506E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005015	0.005102	
